,CoC,Year,HUD,Predicted_Count,Predicted_Count_low,Predicted_Count_high,Predicted_Total,Predicted_Total_low,Predicted_Total_high
1238,MI-502,2016,277,278.25476,251,307,294.1546,279,320
1239,MI-502,2017,226,230.1482,206,259,243.31252,228,270
1240,MI-503,2011,656,648.38192,569,733,898.4074,830,979
1241,MI-503,2012,607,596.08016,523,675,826.06704,762,902
1242,MI-503,2013,504,501.05264,439,567,694.79996,639,757
1243,MI-503,2014,343,356.0386,309,406,493.55552,450,544
1244,MI-503,2015,450,451.47272,393,514,625.74816,571,688
1245,MI-503,2016,403,405.85168,352,464,562.40596,513,623
1246,MI-503,2017,354,358.55276,310,413,496.9952,452,554
1247,MI-504,2011,713,710.2526,631,793,870.52844,808,946
1248,MI-504,2012,743,729.67364,651,812,894.0432,835,967
1249,MI-504,2013,698,692.3058,617,770,848.6622,790,917
1250,MI-504,2014,457,464.8136,410,524,569.4384,523,625
1251,MI-504,2015,485,486.53048,432,543,596.59804,555,647
1252,MI-504,2016,438,446.02424,394,501,546.75364,504,598
1253,MI-504,2017,412,422.47352,373,475,517.78612,476,566
1254,MI-505,2011,490,488.70784,436,544,574.10448,535,622
1255,MI-505,2012,435,437.78192,388,490,514.11692,477,560
1256,MI-505,2013,387,392.77932,348,442,461.37884,426,507
1257,MI-505,2014,635,622.09752,559,687,730.758,687,786
1258,MI-505,2015,488,488.00372,435,544,573.33396,534,624
1259,MI-505,2016,377,380.6558,338,426,447.1638,414,488
1260,MI-505,2017,420,423.01756,376,472,496.7374,461,541
1261,MI-506,2011,627,633.05428,570,701,670.42228,633,731
1262,MI-506,2012,712,715.96068,647,793,758.22924,719,827.05
1263,MI-506,2013,732,734.61752,664,809,778.01624,739,845
1264,MI-506,2014,793,793.03588,717,875,840.0796,800,912
1265,MI-506,2015,912,910.52288,826,999.05,964.35044,919,1043
1266,MI-506,2016,800,804.01312,725.95,888,851.84936,808,927
1267,MI-506,2017,912,915.1158,826,1013,969.31372,920,1057
1268,MI-507,2011,822,812.6264,736,888,875.46636,835,936
1269,MI-507,2012,729,725.53388,655,797,781.35948,742,842
1270,MI-507,2013,642,640.12252,579,702,689.85216,655,742
1271,MI-507,2014,681,677.08924,610,742.05,729.53308,693,785
1272,MI-507,2015,568,566.9418,512,623,610.84076,579,659
1273,MI-507,2016,374,385.84816,343,436,415.36188,384,463
1274,MI-507,2017,479,482.32584,434,532.05,519.53528,490,564
1275,MI-508,2011,444,445.25544,396,498,519.80516,483,568
1276,MI-508,2012,470,467.98856,418,521,546.43864,510,594
1277,MI-508,2013,423,423.35296,377.95,471,494.43452,462,535
1278,MI-508,2014,429,431.87608,385,481,504.27376,468,548
1279,MI-508,2015,418,421.26728,375,470,491.81264,458,535
1280,MI-508,2016,471,468.25144,419,521,546.90872,512,593
1281,MI-508,2017,435,436.23376,389,487,509.25816,474,554
1282,MI-509,2011,469,467.76864,422,515,506.18488,479,547
1283,MI-509,2012,381,383.65652,345,425,414.88448,390,452
1284,MI-509,2013,510,506.09108,458,554,547.50576,520,588
1285,MI-509,2014,545,537.50672,486,587,581.7244,555,623
1286,MI-509,2015,372,374.07604,336,413,404.81712,381,439
1287,MI-509,2016,342,345.34404,309,384,373.766,350,409
1288,MI-509,2017,302,307.94252,274,347,333.26336,310,369
1289,MI-510,2011,390,387.60504,350,427,421.68464,399,455
1290,MI-510,2012,402,400.26556,361,441,435.21176,412,470
1291,MI-510,2013,350,352.35596,316,392,383.40308,360,419
1292,MI-510,2014,325,328.48076,294,365,357.21596,334,389
1293,MI-510,2015,308,311.01888,278,347,338.54228,317,371
1294,MI-510,2016,343,343.3308,309,380,373.55232,352,406
1295,MI-510,2017,388,387.29736,348,428,421.43716,398,457
1296,MI-511,2011,166,164.59068,148,181,176.01596,167,190
1297,MI-511,2012,118,119.13696,106,133,127.33752,119,140
1298,MI-511,2013,124,124.59712,111,139,133.21912,125,146
1299,MI-511,2014,138,137.85056,124,153,147.29464,139,161
1300,MI-511,2015,128,128.36716,115,143,137.197,129,150
1301,MI-511,2016,137,136.73972,122,151,146.24152,138,159
1302,MI-511,2017,128,128.40364,115,143,137.21924,129,150
1303,MI-512,2011,234,237.57268,212,265,253.61348,237,279
1304,MI-512,2012,316,315.95236,284,349,337.13056,320,366
1305,MI-512,2013,328,327.54852,295,361,349.66596,332,380
1306,MI-512,2014,396,391.91448,355,428,418.3862,400,449
1307,MI-512,2015,302,301.91016,272,332,322.06248,305,349
1308,MI-512,2016,243,245.29884,220,273,261.77424,246,287
1309,MI-512,2017,228,230.26152,206,257,245.76596,231,269
1310,MI-513,2011,102,101.07076,90,112,109.36296,103,119
1311,MI-513,2012,80,80.33016,71,90,86.88104,81,96
1312,MI-513,2013,74,74.517,66,84,80.6002,75,89
1313,MI-513,2014,80,80.21344,71,90,86.78052,81,95
1314,MI-513,2015,79,79.17044,70,89,85.69796,80,94
1315,MI-513,2016,70,70.6386,62,80,76.42092,71,85
1316,MI-513,2017,84,83.94512,74,94,90.81756,85,100
1317,MI-514,2011,192,194.0146,170,220,228.20012,210,251
1318,MI-514,2012,216,216.98796,191,245,255.21484,236,280
1319,MI-514,2013,236,237.27524,209,267,279.04276,258,306
1320,MI-514,2014,284,280.81808,250,313,330.16476,308,358
1321,MI-514,2015,285,282.29604,250,316,332.14156,309,362
1322,MI-514,2016,246,246.71008,218,277,290.18492,269,318
1323,MI-514,2017,204,205.80968,181,232,242.0434,223,266
1324,MI-515,2011,121,121.6918,108,136,129.48736,122,142
1325,MI-515,2012,113,114.9462,102,130,122.21876,114,136
1326,MI-515,2013,139,139.62104,125,155,148.59976,140,163
1327,MI-515,2014,185,184.06088,166,202,195.83668,186,211
1328,MI-515,2015,185,184.31672,166,203,196.03876,186,212
1329,MI-515,2016,176,175.58564,158,194,186.85844,177,203
1330,MI-515,2017,193,191.4444,172,210,203.663,194,219
1331,MI-516,2011,691,687.03924,605,775,884.97576,816,971
1332,MI-516,2012,457,456.88432,401,518,588.88204,541,648
1333,MI-516,2013,644,641.54384,565,724,827.11648,762,907
1334,MI-516,2014,584,577.0886,510,649,743.19472,686,812
1335,MI-516,2015,179,180.95184,156,208,233.3398,212,259
1336,MI-516,2016,191,191.68708,166,220,247.30968,225,274
1337,MI-516,2017,135,137.80236,118,159,177.53436,160,198
1338,MI-517,2011,246,243.9404,220,269,262.56556,249,283
1339,MI-517,2012,256,254.06172,229,280,273.3166,260,295
1340,MI-517,2013,187,187.89404,168,209,202.17872,190,221
1341,MI-517,2014,240,238.56012,215,263,256.66344,243,277
1342,MI-517,2015,159,159.90332,142,178,172.13364,162,189
1343,MI-517,2016,169,169.60764,151,189,182.54912,172,199
1344,MI-517,2017,140,141.19084,126,158,151.96256,142,167
1345,MI-518,2011,135,134.54164,120,150,147.43292,138,161
1346,MI-518,2012,150,149.0286,133,166,163.29372,154,178
1347,MI-518,2013,127,127.11972,113,142,139.30672,130,152
1348,MI-518,2014,135,134.20208,119,149,147.09948,138,160
1349,MI-518,2015,103,103.44472,91,116,113.34364,106,125
1350,MI-518,2016,77,78.9534,69,90,86.55492,79,97
1351,MI-518,2017,103,103.20004,91,116,113.14192,106,124
1352,MI-519,2011,343,341.3016,309.95,372,360.04676,345,387
1353,MI-519,2012,322,321.20836,290,352,338.93132,324,365
1354,MI-519,2013,318,318.02228,287,350,335.51936,320,363
1355,MI-519,2014,387,383.11928,348,417,404.27468,389,432
1356,MI-519,2015,285,286.04124,257.95,316,301.80352,287,329
1357,MI-519,2016,261,262.66004,236,291,277.08068,263,303
1358,MI-519,2017,258,259.75336,233,289,274.12584,260,300
1359,MI-523,2011,225,222.59016,200,246,244.14004,231,264
1360,MI-523,2012,239,235.945,212,261,258.90368,245,279
1361,MI-523,2013,129,130.18612,115,146,142.75816,133,157
1362,MI-523,2014,126,126.93152,112,142,139.1882,130,153
1363,MI-523,2015,135,135.55372,120,152,148.67848,139,163
1364,MI-523,2016,120,121.10012,107,136,132.84784,123,146
1365,MI-523,2017,107,108.04012,95,122,118.46344,110,131
1366,MN-500,2011,3100,3078.05152,2790,3365,3341.76232,3178,3587
1367,MN-500,2012,3285,3264.33188,2964,3556,3541.40876,3371,3788
1368,MN-500,2013,3591,3572.06408,3239,3900,3876.546,3682,4154
1369,MN-500,2014,3731,3710.09336,3362,4071.05,4024.65612,3820,4344
1370,MN-500,2015,3215,3255.80984,2923,3630,3533.7628,3310,3881
1371,MN-500,2016,3056,3075.6282,2767,3426,3337.64888,3144,3664
1372,MN-500,2017,3057,3070.38196,2774,3374,3332.21916,3141,3592
1373,MN-501,2011,1439,1428.52016,1295,1560.05,1541.54068,1467,1649
1374,MN-501,2012,1218,1232.25892,1108,1367,1330.04244,1249,1451
1375,MN-501,2013,1417,1406.86716,1277,1532,1518.24216,1448,1617
1376,MN-501,2014,1500,1496.03624,1353.95,1642,1615.25172,1532,1739
1377,MN-501,2015,1398,1399.08388,1261,1545,1510.75384,1429,1639
1378,MN-501,2016,1346,1353.25396,1220,1496,1460.68868,1378,1589
1379,MN-501,2017,1438,1447.88836,1307,1591,1562.79544,1474,1684
1380,MN-502,2011,361,362.91652,327,402,386.3462,365,421
1381,MN-502,2012,379,380.55388,343,419,405.32996,384,438
1382,MN-502,2013,452,449.99168,407,493,478.94864,457,515
1383,MN-502,2014,482,480.3278,435,525,511.253,487,549
1384,MN-502,2015,451,452.15544,407,501,481.43768,456,525
1385,MN-502,2016,423,426.37428,384,473,453.9908,428,496
1386,MN-502,2017,552,549.26092,497,600,584.83992,558,628
1387,MN-503,2011,696,696.1256,624,770,787.84184,737,850
1388,MN-503,2012,853,844.39304,761,934,955.53104,899,1033
1389,MN-503,2013,745,744.12564,668,826,842.19156,789,912
1390,MN-503,2014,735,734.38084,659,816,831.16652,779,903
1391,MN-503,2015,608,611.57552,548,680,691.8736,646,754
1392,MN-503,2016,618,623.1742,558,689,705.21928,659,761
1393,MN-503,2017,544,554.85944,495,619,627.65432,583,685
1394,MN-504,2011,174,174.34308,150,201,232.36428,211,258
1395,MN-504,2012,178,177.5252,153,204,236.80492,215,262
1396,MN-504,2013,265,261.00972,227,297,348.1318,319,382
1397,MN-504,2014,200,199.12048,172,229,265.6248,241,295
1398,MN-504,2015,68,69.77252,58,83,93.13576,82,105
1399,MN-504,2016,77,78.61116,65,93,104.92088,93,119
1400,MN-504,2017,99,100.03848,84,117,133.40404,119,150
1401,MN-505,2011,599,600.52824,539,664,682.17868,639,736
1402,MN-505,2012,547,551.7238,494,614,626.9858,584,683
1403,MN-505,2013,657,662.12292,593,737,752.2232,702,818
1404,MN-505,2014,607,608.2256,543,677,691.1332,645,753
1405,MN-505,2015,696,696.3222,626,768,791.05552,743,851
1406,MN-505,2016,669,671.7292,601,750,763.39804,713,837
1407,MN-505,2017,862,850.249,766,935,965.86592,913,1035
1408,MN-506,2011,252,253.8796,222,287,313.12356,288,344
1409,MN-506,2012,301,298.54672,263,337,368.28164,341,403
1410,MN-506,2013,253,255.59896,224,290,315.3196,289,347
1411,MN-506,2014,299,296.501,262,333,365.91116,338,399
1412,MN-506,2015,254,255.31424,224,289,314.95908,290,345
1413,MN-506,2016,290,289.54468,255,326,357.2504,330,391
1414,MN-506,2017,288,287.11216,252,324,354.14332,327,388
1415,MN-508,2011,263,262.214,232,294,309.58644,287,338
1416,MN-508,2012,254,253.982,225,285,299.85712,278,328
1417,MN-508,2013,287,283.24772,252,316,334.18812,312,363
1418,MN-508,2014,214,216.35784,190,244,255.39336,235,280
1419,MN-508,2015,242,241.6048,214,271,285.29976,265,312
1420,MN-508,2016,211,212.21268,187,239,250.64596,231,275
1421,MN-508,2017,215,217.27792,191,246,256.5202,236,282
1422,MN-509,2011,494,493.5718,441,548,566.49056,530,615
1423,MN-509,2012,568,560.9704,503,620,644.03836,605,694
1424,MN-509,2013,410,414.5396,369,461,475.94372,442,518
1425,MN-509,2014,429,431.32524,385,482,495.09564,461,540
1426,MN-509,2015,490,491.22304,439,549,563.91284,526,616
1427,MN-509,2016,528,524.92084,471,582,602.31352,565,651
1428,MN-509,2017,505,506.12256,453,562,580.63644,542,629
1429,MN-511,2011,117,118.78872,104,134,133.05684,123,147
1430,MN-511,2012,161,160.21796,142,179,179.496,168,196
1431,MN-511,2013,137,137.167,121,154,153.81948,143,169
1432,MN-511,2014,180,177.29704,158,197,198.72348,187,215
1433,MN-511,2015,124,124.7134,110,140,139.70984,129,154
1434,MN-511,2016,123,122.94168,108,138,137.74124,128,150
1435,MN-511,2017,108,109.12692,96,123,122.2016,113,134
1436,MO-500,2011,657,646.71084,576,722,791.5826,739,857
1437,MO-500,2012,543,541.05036,481,603,662.212,617,714
1438,MO-500,2013,388,396.91064,349,448,486.25616,446,534
1439,MO-500,2014,402,409.04972,362,459,500.99188,463,547
1440,MO-500,2015,438,442.0522,391,496,541.00392,499,591
1441,MO-500,2016,465,465.00956,412,524,569.55268,527,627
1442,MO-500,2017,462,463.24948,410,522,567.05916,524,622
1443,MO-501,2011,1344,1342.71592,1213,1482,1470.07864,1388,1593
1444,MO-501,2012,1506,1503.61996,1356,1664,1647.52676,1554,1789
1445,MO-501,2013,1423,1422.58212,1285,1566,1557.0796,1471,1679.05
1446,MO-501,2014,1354,1354.88188,1223,1493,1484.3032,1399,1605
1447,MO-501,2015,1312,1309.39188,1183,1440,1433.30376,1355,1543
1448,MO-501,2016,1248,1256.89492,1132,1387,1376.25396,1294,1489
1449,MO-501,2017,1336,1342.834,1211,1479,1470.10116,1383,1588
1450,MO-503,2011,1003,995.92308,886,1110,1213.00824,1130,1315
1451,MO-503,2012,1023,1018.74456,909,1135,1240.65792,1156,1346
1452,MO-503,2013,940,933.01448,831,1040,1136.3172,1058,1232
1453,MO-503,2014,896,896.55424,798,1002.05,1091.80408,1014,1190
1454,MO-503,2015,803,801.42568,714,892,975.96792,909,1053
1455,MO-503,2016,610,621.8966,550,698,757.31612,699,827
1456,MO-503,2017,578,591.9194,523,665,720.7234,664,789
1457,MO-600,2011,591,591.15156,529,657,682.35204,638,739
1458,MO-600,2012,662,659.1006,591,729,761.24808,713,820
1459,MO-600,2013,711,704.89136,634,781,813.81508,764,879
1460,MO-600,2014,656,653.40416,586,723,754.38852,707,813
1461,MO-600,2015,584,584.50876,523,648,674.761,630,730
1462,MO-600,2016,496,501.48528,447,559,579.40156,539,630
1463,MO-600,2017,455,466.61564,413,525,538.84708,496,593
1464,MO-602,2011,457,456.61388,408,507,516.47152,483,562
1465,MO-602,2012,1724,1713.611,1542,1896,1937.63624,1821,2095
1466,MO-602,2013,574,575.54676,516,638,650.68216,609,706
1467,MO-602,2014,315,316.68284,283,353,358.16616,334,390
1468,MO-602,2015,258,258.58704,230,288,292.46248,273,319
1469,MO-602,2016,297,298.29948,266,333,337.60512,315,368
1470,MO-602,2017,270,270.63788,241,301,306.05892,286,333
1471,MO-603,2011,181,181.4156,161,203,202.9128,189,221
1472,MO-603,2012,186,186.03864,165,207,207.84784,194,226
1473,MO-603,2013,186,186.07824,165,207,208.10164,194,226.05
1474,MO-603,2014,200,199.62448,178,222,223.21552,209,243
1475,MO-603,2015,164,166.86904,147,188,186.52416,172.95,205
1476,MO-603,2016,195,195.2826,174,218,218.30268,204,238
1477,MO-603,2017,210,209.04076,186,232,233.65544,219,254
1478,MO-604,2011,2992,2963.88232,2682,3258,3233.84388,3073,3485
1479,MO-604,2012,2705,2697.31816,2438,2971,2942.59308,2783,3182
1480,MO-604,2013,2691,2673.38896,2425,2926,2917.72196,2769,3129.05
1481,MO-604,2014,2193,2183.3758,1973,2398,2382.18832,2257,2566
1482,MO-604,2015,1686,1712.76544,1539,1903,1869.19876,1746,2042
1483,MO-604,2016,1699,1711.2356,1542,1898,1868.23612,1758,2033
1484,MO-604,2017,1671,1690.601,1521,1866,1844.5712,1730,1996.05
1485,MO-606,2011,1967,1954.7134,1758,2156,2312.37556,2171,2474
1486,MO-606,2012,2114,2106.30148,1887,2343,2491.86824,2331,2707
1487,MO-606,2013,2030,2013.57512,1807,2228,2382.29088,2234,2562.05
1488,MO-606,2014,1528,1542.46068,1378,1717,1825.58264,1700,1980
1489,MO-606,2015,1477,1481.2782,1328,1646,1752.70908,1635,1897.05
1490,MO-606,2016,1431,1450.20444,1296,1613,1716.79912,1601,1864
1491,MO-606,2017,1244,1269.32212,1126,1428,1501.82064,1385,1653
1492,MS-500,2011,826,829.0324,734,930,1082.51588,1001,1175
1493,MS-500,2012,1037,1025.8928,908,1151,1339.8422,1240,1456
1494,MS-500,2013,760,764.00272,670,867,998.1586,915,1100
1495,MS-500,2014,846,841.33108,743,948.05,1098.8422,1015,1203
1496,MS-500,2015,762,759.46744,669,857,992.15772,914,1084
1497,MS-500,2016,633,642.81612,564,726,839.60692,768,919
1498,MS-500,2017,511,520.54532,455,590,680.22888,623,749
1499,MS-501,2011,951,954.46576,842,1081,1214.41152,1121,1344
1500,MS-501,2012,1018,1014.13252,897,1141,1290.5854,1197,1413
1501,MS-501,2013,1052,1057.58412,939,1180,1345.24776,1248,1455
1502,MS-501,2014,954,965.1054,855,1081,1227.7176,1138,1332
1503,MS-501,2015,809,818.51388,722,918.05,1041.03596,957,1134
1504,MS-501,2016,785,797.55072,707,891,1014.77268,941,1102
1505,MS-501,2017,697,720.52256,635,810,916.6676,841,1001
1506,MS-503,2011,529,523.51484,451,601,801.51348,728,883
1507,MS-503,2012,358,362.87788,309,419,555.47852,500,617
1508,MS-503,2013,591,576.2238,497,665,882.23396,806,983
1509,MS-503,2014,426,426.63184,365,495,652.965,588,732
1510,MS-503,2015,412,410.26712,352,473,628.51308,570,698
1511,MS-503,2016,320,325.01852,277,377,497.7114,448,556
1512,MS-503,2017,264,276.41692,233,323,423.0424,376,476
1513,MT-500,2011,1768,1764.72388,1584,1951,2068.91548,1936,2223.05
1514,MT-500,2012,1833,1824.43936,1638,2017,2139.66468,2007,2305
1515,MT-500,2013,1878,1873.7562,1687,2071,2197.11036,2064.95,2367
1516,MT-500,2014,1745,1757.10076,1570,1964,2059.4438,1915,2254
1517,MT-500,2015,1709,1694.7892,1523,1873,1986.06484,1862,2139
1518,MT-500,2016,1418,1429.42496,1278,1588,1675.5038,1560,1818
1519,MT-500,2017,1529,1519.18808,1368,1674,1781.04972,1675,1909
1520,NC-500,2011,527,527.74144,475,583,571.28136,539,620.05
1521,NC-500,2012,556,551.93268,499,605,597.41508,567,643
1522,NC-500,2013,394,400.28892,358,447,433.48852,405,476
1523,NC-500,2014,515,514.0072,464,564,556.6234,527,599
1524,NC-500,2015,571,569.63756,513,632,616.704,583,672
1525,NC-500,2016,544,542.5114,490,597,587.2374,556,634
1526,NC-500,2017,453,457.61832,410,510,495.43868,464,543
1527,NC-501,2011,514,512.73288,461,566,561.34316,530,607
1528,NC-501,2012,560,558.48812,503,617,611.57492,577,661
1529,NC-501,2013,570,571.06168,513,632,625.2824,588,679
1530,NC-501,2014,530,531.48656,478,589.05,582.03744,547,633
1531,NC-501,2015,562,559.44016,504,615,612.76728,579,660
1532,NC-501,2016,509,509.643,458,564,558.12384,525,606
1533,NC-501,2017,562,559.23156,504,615,612.36556,579,660
1534,NC-502,2011,597,596.13428,537,659,651.65404,614,707
1535,NC-502,2012,698,699.98088,629,775,765.5202,720,832
1536,NC-502,2013,753,748.44696,677,823,817.94944,774,880
1537,NC-502,2014,811,804.32688,726,885,879.39436,833,947
1538,NC-502,2015,813,808.8712,730,892,884.18772,836,956
1539,NC-502,2016,354,359.612,321,402,393.33828,366,432
1540,NC-502,2017,354,359.765,322,401,393.27408,367,431
1541,NC-503,2011,2987,2988.50496,2707,3265,3431.74316,3251,3652
1542,NC-503,2012,2922,2926.3454,2629,3251,3361.81692,3151,3650
1543,NC-503,2013,3625,3577.21988,3239,3907,4107.93156,3895,4372
1544,NC-503,2014,3195,3242.0414,2921,3562,3724.43796,3504,3976
1545,NC-503,2015,3021,3082.82552,2754,3409,3539.68348,3276,3802
1546,NC-503,2016,2963,2982.66132,2676,3313,3425.08952,3195,3729
1547,NC-503,2017,3054,3044.93184,2757,3322,3496.9368,3313,3698
1548,NC-504,2011,1024,1012.586,916,1110,1118.30608,1060,1200
1549,NC-504,2012,990,983.3676,885,1089,1086.57584,1025,1181
1550,NC-504,2013,949,945.84452,854,1040,1044.50352,986,1126
1551,NC-504,2014,897,898.54068,809,991,992.34104,934,1070
1552,NC-504,2015,665,672.23768,602,746,742.4068,694,807
1553,NC-504,2016,721,723.38728,650,800,798.54324,750,865.05
1554,NC-504,2017,573,581.8634,520,651,642.26464,598,704
1555,NC-505,2011,2847,2824.07608,2541,3119,3293.94356,3093,3543
1556,NC-505,2012,2567,2523.45712,2275.95,2779,2942.21448,2775,3161
1557,NC-505,2013,2418,2414.6098,2172.95,2661.05,2814.98844,2644,3021
1558,NC-505,2014,2014,2026.00508,1816,2240,2362.9668,2205,2549
1559,NC-505,2015,2001,2014.6274,1806,2231,2347.3212,2192,2534
1560,NC-505,2016,1818,1817.12348,1631,2006,2119.40532,1982,2277
1561,NC-505,2017,1476,1507.69956,1340,1691,1757.74388,1623,1932
1562,NC-506,2011,483,477.89048,431,526.05,534.1712,504,575
1563,NC-506,2012,469,463.88628,417,510,518.47488,490,557
1564,NC-506,2013,348,351.66528,313,393,393.03604,366,430
1565,NC-506,2014,321,324.18428,289,362,362.2866,338,397
1566,NC-506,2015,390,390.27264,350,432,436.1488,409,473
1567,NC-506,2016,389,389.62484,349,433,435.22276,408,473
1568,NC-506,2017,322,324.94516,290,362,363.10364,339,395
1569,NC-507,2011,1150,1141.06888,1033,1252,1248.15196,1184,1343
1570,NC-507,2012,1116,1114.75568,1005,1233,1220.17812,1151,1323
1571,NC-507,2013,1098,1093.01088,989,1203,1196.08756,1132,1293
1572,NC-507,2014,1170,1167.49576,1056,1281,1276.5776,1208,1374
1573,NC-507,2015,904,910.4308,818,1014,996.03776,934,1094
1574,NC-507,2016,818,827.22588,741,930,904.84944,846,1005
1575,NC-507,2017,884,889.01,801,981,972.34152,915,1049
1576,NC-509,2011,378,378.65148,335,424,460.60744,427,501
1577,NC-509,2012,611,601.1248,536,669,731.00044,682,790
1578,NC-509,2013,384,386.93792,342,435,470.6204,434,516
1579,NC-509,2014,423,418.8216,372,469,509.04116,473,554
1580,NC-509,2015,281,285.72652,251,323,347.03744,319,383
1581,NC-509,2016,328,329.51828,291,370,400.58608,371,437
1582,NC-509,2017,249,255.9088,224,290,310.96332,284,343
1583,NC-511,2011,1061,1051.91304,919,1192,1504.6428,1378,1648.05
1584,NC-511,2012,1606,1578.59772,1382,1794,2256.01816,2075,2474
1585,NC-511,2013,631,635.72736,551,727,908.32316,823,1007
1586,NC-511,2014,653,657.3246,567,753,939.01256,849,1039
1587,NC-511,2015,593,594.62716,515,679,850.32872,773,937
1588,NC-511,2016,515,517.89912,450,591,740.06216,675,815
1589,NC-511,2017,442,452.8612,390,521,647.34548,586,721
1590,NC-513,2011,136,134.7144,120,150,148.73192,140,161
1591,NC-513,2012,110,110.51476,98,124,122.07728,113,134
1592,NC-513,2013,123,123.02408,109,138,135.79108,127,148
1593,NC-513,2014,108,108.77112,96,122,120.0476,111,132
1594,NC-513,2015,129,128.17688,114,143,141.4796,133,154
1595,NC-513,2016,80,81.78624,71,93,90.25984,83,101
1596,NC-513,2017,127,125.86792,112,140,138.95452,130,151
1597,NC-516,2011,1192,1173.9576,1036,1320,1617.68556,1498,1762
1598,NC-516,2012,1319,1302.07864,1144,1473,1793.8278,1650,1965
1599,NC-516,2013,875,878.99984,768,997,1210.33744,1107,1328
1600,NC-516,2014,854,859.25628,751,976,1183.42288,1084,1303
1601,NC-516,2015,755,758.30004,661,860,1044.81452,954,1149
1602,NC-516,2016,520,536.65916,462.95,617,739.6452,668,825
1603,NC-516,2017,466,479.35832,414,550,660.26648,597,734
1604,ND-500,2011,603,608.68932,547,679,649.93168,612,715
1605,ND-500,2012,688,694.34832,625,771,741.07296,699,809
1606,ND-500,2013,2069,2043.93484,1860,2222,2183.0938,2092,2330
1607,ND-500,2014,1258,1257.95196,1139,1379,1343.25692,1275,1447
1608,ND-500,2015,1305,1303.35364,1181,1427.05,1391.76616,1323,1499
1609,ND-500,2016,923,931.1154,840.95,1026,994.4182,939,1077
1610,ND-500,2017,1089,1091.39304,985,1200,1165.42596,1105,1260
1611,NE-500,2011,1121,1115.13428,1001,1233,1278.6672,1199,1378
1612,NE-500,2012,1278,1265.95228,1139,1398,1452.56416,1364,1567
1613,NE-500,2013,713,711.46716,638,789,816.26308,764,885
1614,NE-500,2014,560,564.91176,505,629,647.7632,604,704
1615,NE-500,2015,549,551.2348,492,613,632.60724,590,685
1616,NE-500,2016,551,550.62788,493,613,631.5736,591,687
1617,NE-500,2017,506,511.93388,456,570,587.19772,545,640
1618,NE-501,2011,1580,1570.1444,1423,1709,1694.32016,1613,1805
1619,NE-501,2012,1530,1527.4334,1380,1681,1647.64308,1561,1784
1620,NE-501,2013,1476,1478.54708,1337,1618,1594.85928,1510,1707
1621,NE-501,2014,1630,1622.88508,1470.95,1780,1750.61468,1663,1882
1622,NE-501,2015,1481,1480.19084,1338,1633,1596.4924,1513,1734
1623,NE-501,2016,1509,1501.80548,1361,1640,1619.78024,1540,1734
1624,NE-501,2017,1389,1393.16788,1259,1526,1503.18012,1423,1613
1625,NE-502,2011,847,840.99288,759,924,917.06912,869,986
1626,NE-502,2012,981,972.5416,879,1066,1060.2142,1006,1138
1627,NE-502,2013,956,948.85196,858,1042,1034.10632,981,1111
1628,NE-502,2014,836,835.50348,754,922,910.33328,859,987
1629,NE-502,2015,714,715.07384,645,787,779.35664,736,841
1630,NE-502,2016,694,695.55288,627,767,757.88664,714,820
1631,NE-502,2017,606,613.26628,550,681,668.44496,626,730
1632,NH-500,2011,808,809.42624,728,893,893.90988,840,965
1633,NH-500,2012,761,763.19568,685,849,842.27624,789,920
1634,NH-500,2013,759,758.11612,681,843,837.04572,788,912
1635,NH-500,2014,689,695.71896,626,769,768.3098,720,832
1636,NH-500,2015,718,716.98892,646,791,791.9234,746,854
1637,NH-500,2016,670,670.94832,603,741,740.78084,697,801
1638,NH-500,2017,767,767.1564,692,845,846.82892,797,914
1639,NH-501,2011,350,352.33712,313,395,405.00104,376,443
1640,NH-501,2012,399,397.80188,355,443,457.3854,427,497
1641,NH-501,2013,382,383.03968,342,428,440.31356,410,480
1642,NH-501,2014,407,406.29164,363,452,466.84176,436,507
1643,NH-501,2015,400,399.92328,357,445,459.93108,429,500
1644,NH-501,2016,400,399.93196,357,445,459.83292,429,499
1645,NH-501,2017,394,394.58404,352,440,453.58284,423,493
1646,NH-502,2011,311,311.398,279,345,342.0638,321,372
1647,NH-502,2012,336,334.36612,300,369,367.1132,346,396
1648,NH-502,2013,306,307.16368,275,340,337.28392,317,366
1649,NH-502,2014,280,282.39936,253,315,310.16408,290,339
1650,NH-502,2015,327,325.71864,293,360,357.7456,337,387
1651,NH-502,2016,296,296.67272,266,329,325.85656,306,353
1652,NH-502,2017,295,296.07308,265,329,325.06688,305,353
1653,NJ-500,2011,533,534.57672,478,594,613.31056,573,666
1654,NJ-500,2012,631,629.03432,563,698,721.1796,674,782
1655,NJ-500,2013,746,737.98556,664,814,846.64584,797,911
1656,NJ-500,2014,544,548.17188,490,611,629.16324,586,685
1657,NJ-500,2015,548,549.49248,491,610,630.60852,588,684
1658,NJ-500,2016,476,479.55996,428,535,550.43448,512,600
1659,NJ-500,2017,422,428.46044,381,479,491.88908,456,537
1660,NJ-501,2011,1521,1508.81544,1361,1666,1673.92792,1579,1817
1661,NJ-501,2012,454,457.2928,409,510,507.05628,473,554
1662,NJ-501,2013,346,351.86096,314,391,390.33792,364,425
1663,NJ-501,2014,371,374.62936,335,417,415.37948,388,452
